Employee ID,Termdate,Total Teriminated
00-78915391,10/5/2021,1
00-33336132,11/29/2022,1
00-70693413,3/17/2021,1
00-22713811,12/2/2023,1
00-11604831,12/30/2021,1
00-36592965,9/9/2023,1
00-94597104,11/26/2024,1
00-88667527,7/6/2022,1
00-18653290,1/24/2018,1
00-27286109,6/1/2023,1
00-15730602,8/22/2024,1
00-87025433,2/25/2020,1
00-76588957,10/13/2015,1
00-33193791,12/22/2021,1
00-47561442,1/8/2020,1
00-92423989,4/1/2022,1
00-49608344,12/10/2021,1
00-18184472,1/3/2018,1
00-66268745,5/12/2018,1
00-94658420,2/3/2019,1
00-12621269,1/28/2019,1
00-74382155,10/11/2020,1
00-85920407,6/24/2021,1
00-34134478,10/25/2018,1
00-13933043,12/12/2023,1
00-73308406,1/27/2023,1
00-31424479,3/6/2019,1
00-45772648,5/12/2021,1
00-39448924,8/13/2020,1
00-33315234,12/28/2022,1
00-58155056,5/29/2019,1
00-57201978,9/1/2024,1
00-85579195,5/10/2019,1
00-51480401,9/13/2022,1
00-17538738,9/13/2017,1
00-80658723,9/7/2021,1
00-37040091,1/15/2024,1
00-33818260,8/4/2024,1
00-12941099,12/11/2019,1
00-24887509,5/31/2018,1
00-60142505,8/20/2022,1
00-88653825,4/29/2021,1
00-28314232,11/28/2024,1
00-95800828,10/11/2024,1
00-33381086,9/6/2024,1
00-92370625,8/5/2023,1
00-89047551,3/25/2018,1
00-49529438,10/22/2024,1
00-86884584,11/4/2021,1
00-34438599,12/25/2021,1
00-95851936,5/25/2021,1
00-54448673,9/22/2022,1
00-52885071,7/30/2021,1
00-99929175,1/19/2022,1
00-11529494,1/15/2023,1
00-19099261,3/22/2019,1
00-98617699,,0
00-48695860,,0
00-23281710,,0
00-78079231,,0
00-48835762,,0
00-54759391,,0
00-78043121,,0
00-88537126,,0
00-61505306,,0
00-83990759,,0
00-37727245,,0
00-46504456,,0
00-89959344,,0
00-71179282,,0
00-67720123,,0
00-32862463,,0
00-22232184,,0
00-70217057,,0
00-81954780,,0
00-20279520,,0
00-95580271,,0
00-76145997,,0
00-44143101,,0
00-52932757,,0
00-57324209,,0
00-44678200,,0
00-48323962,,0
00-61958720,,0
00-96237487,,0
00-27031212,,0
00-25799382,,0
00-29182726,,0
00-36405217,,0
00-59047374,,0
00-14380267,,0
00-37686424,,0
00-58155542,,0
00-67293274,,0
00-42817159,,0
00-12834368,,0
00-64811239,,0
00-82191574,,0
00-36227100,,0
00-62027391,,0
00-79625031,,0
00-18852788,,0
00-38405950,,0
00-95604856,,0
00-43662096,,0
00-87424000,,0
00-45974394,,0
00-30205031,,0
00-42171352,,0
00-71304217,,0
00-19565463,,0
00-54151097,,0
00-16686777,,0
00-63582355,,0
00-15003971,,0
00-45787268,,0
00-97301075,,0
00-77321614,,0
00-99981221,,0
00-24920594,,0
00-47602378,,0
00-27460780,,0
00-75934922,,0
00-19034683,,0
00-16264794,,0
00-50463479,,0
00-51093383,,0
00-43372509,,0
00-50593660,,0
00-22191547,,0
00-95807297,,0
00-40906854,,0
00-15291565,,0
00-86569490,,0
00-69595320,,0
00-59011418,,0
00-50425346,,0
00-99839973,,0
00-88424329,,0
00-21881015,,0
00-84765427,,0
00-96696765,,0
00-87862305,,0
00-54599850,,0
00-98477659,,0
00-86974571,,0
00-67128515,,0
00-37466298,,0
00-35671737,,0
00-54604683,,0
00-32095445,,0
00-92186957,,0
00-23449648,,0
00-83721970,,0
00-45109738,,0
00-19340643,,0
00-53312608,,0
00-86427662,,0
00-15045722,,0
00-86684568,,0
00-55992559,,0
00-45899536,,0
00-21316066,,0
00-46274334,,0
00-68430937,,0
00-68179582,,0
00-50444791,,0
00-30049084,,0
00-42580280,,0
00-43843856,,0
00-12268507,,0
00-23404289,,0
00-66807216,,0
00-50630244,,0
00-82253547,,0
00-81562020,,0
00-74036365,,0
00-82678279,,0
00-38568706,,0
00-94670720,,0
00-48948304,,0
00-78340964,,0
00-89060695,,0
00-21425533,,0
00-53239585,,0
00-53962735,,0
00-83183047,,0
00-40628653,,0
00-42352710,,0
00-52509142,,0
00-23669886,,0
00-86439410,,0
00-35283412,,0
00-31079288,,0
00-51405395,,0
00-44096640,,0
00-91217712,,0
00-50924657,,0
00-46218400,,0
00-53838097,,0
00-72690620,,0
00-47228655,,0
00-22965862,,0
00-20550179,,0
00-30922844,,0
00-14593643,,0
00-96011916,,0
00-62546836,,0
00-52585253,,0
00-73977067,,0
00-23317762,,0
00-38000735,,0
00-84851157,,0
00-86648532,,0
00-32226983,,0
00-62933653,,0
00-11502307,,0
00-13420583,,0
00-63371598,,0
00-48470165,,0
00-18545050,,0
00-76375258,,0
00-87926745,,0
00-40317902,,0
00-94420078,,0
00-41970207,,0
00-79816122,,0
00-76725470,,0
00-91413784,,0
00-53202156,,0
00-60460287,,0
00-24510741,,0
00-63347164,,0
00-68638761,,0
00-88709772,,0
00-88339686,,0
00-94334639,,0
00-75321753,,0
00-74265413,,0
00-21536510,,0
00-99482259,,0
00-50111251,,0
00-11516293,,0
00-27659164,,0
00-27767441,,0
00-61418159,,0
00-95147289,,0
00-19619513,,0
00-71516755,,0
00-68968103,,0
00-42392187,,0
00-32272814,,0
00-99318726,,0
00-96818181,,0
00-94799875,,0
00-49173807,,0
00-34397834,,0
00-12601963,,0
00-66149681,,0
00-79873032,,0
00-58196283,,0
00-96440006,,0
00-94627132,,0
00-60652004,,0
00-20980204,,0
00-62847572,,0
00-84113583,,0
00-41708297,,0
00-27107502,,0
00-21345233,,0
00-54315034,,0
00-12438885,,0
00-17080348,,0
00-81567304,,0
00-81467508,,0
00-18601881,,0
00-55045402,,0
00-94224928,,0
00-69473831,,0
00-47281925,,0
00-33050625,,0
00-15771083,,0
00-74395377,,0
00-77441203,,0
00-70619406,,0
00-11874217,,0
00-94759650,,0
00-30493013,,0
00-36549575,,0
00-19037049,,0
00-74064673,,0
00-88051323,,0
00-98382911,,0
00-83100625,,0
00-14914026,,0
00-45874310,,0
00-86565177,,0
00-29668825,,0
00-68035365,,0
00-58037222,,0
00-60846028,,0
00-99064587,,0
00-97806679,,0
00-62428709,,0
00-63917932,,0
00-89173318,,0
00-27550618,,0
00-11620224,,0
00-99767928,,0
00-81868311,,0
00-74714670,,0
00-76224539,,0
00-70651881,,0
00-18303664,,0
00-10270663,,0
00-90166601,,0
00-78808477,,0
00-69037325,,0
00-12371679,,0
00-21980116,,0
00-53496826,,0
00-53433833,,0
00-45614444,,0
00-89932574,,0
00-11640743,,0
00-71024383,,0
00-16347764,,0
00-70891460,,0
00-68419398,,0
00-84021128,,0
00-53602595,,0
00-41271945,,0
00-57122567,,0
00-49487002,,0
00-82404720,,0
00-56802956,,0
00-54477708,,0
00-10959975,,0
00-63319462,,0
00-28396122,,0
00-45961754,,0
00-70877634,,0
00-55969372,,0
00-51034327,,0
00-97407684,,0
00-84977524,,0
00-86014287,,0
00-69747311,,0
00-27609040,,0
00-49529512,,0
00-82879693,,0
00-48019546,,0
00-28889241,,0
00-55908520,,0
00-86989557,,0
00-49890367,,0
00-83886279,,0
00-85304172,,0
00-59430703,,0
00-33832188,,0
00-52386800,,0
00-30806860,,0
00-53814159,,0
00-59027375,,0
00-26739248,,0
00-23490911,,0
00-80673067,,0
00-64711507,,0
00-25742667,,0
00-87203186,,0
00-35704262,,0
00-38517975,,0
00-31866570,,0
00-91408752,,0
00-29143006,,0
00-66837790,,0
00-11385159,,0
00-21390627,,0
00-62190005,,0
00-24026495,,0
00-79292636,,0
00-52917259,,0
00-52892856,,0
00-33504891,,0
00-61343672,,0
00-31217083,,0
00-63293861,,0
00-90203261,,0
00-66637467,,0
00-70891160,,0
00-77714140,,0
00-76041312,,0
00-10446705,,0
00-90966708,,0
00-23544314,,0
00-63504332,,0
00-26942058,,0
00-54130655,,0
00-22558651,,0
00-44522269,,0
00-31508787,,0
00-51086072,,0
00-60722242,,0
00-90301439,,0
00-51792388,,0
00-92984217,,0
00-31518068,,0
00-42636120,,0
00-23115341,,0
00-35356407,,0
00-82652905,,0
00-34418079,,0
00-17061921,,0
00-86727686,,0
00-78785556,,0
00-14197492,,0
00-46871774,,0
00-41635949,,0
00-26379293,,0
00-23187101,,0
00-73673905,,0
00-36390882,,0
00-93625419,,0
00-46589757,,0
00-72931255,,0
00-19244458,,0
00-18963036,,0
00-90292116,,0
00-53995738,,0
00-24111073,,0
00-61967417,,0
00-29254771,,0
00-37101146,,0
00-33101632,,0
00-16266737,,0
00-82703520,,0
00-54375853,,0
00-85414925,,0
00-47237796,,0
00-74621527,,0
00-30906603,,0
00-35925455,,0
00-50000379,,0
00-13228867,,0
00-99624137,,0
00-33744145,,0
00-62013608,,0
00-73783187,,0
00-15195631,,0
00-97787024,,0
00-98437475,,0
00-99360714,,0
00-51126010,,0
00-65058585,,0
00-55273409,,0
00-80739820,,0
00-75855518,,0
00-70523603,,0
00-53406567,,0
00-19235173,,0
00-59976005,,0
00-14091231,,0
00-51429578,,0
00-25865493,,0
00-34820595,,0
00-34515629,,0
00-58366333,,0
00-34954217,,0
00-40300423,,0
00-58542593,,0
00-96595409,,0
00-77255871,,0
00-43534134,,0
00-83204174,,0
00-72705554,,0
00-44819972,,0
00-39051509,,0
00-50549608,,0
00-88301137,,0
00-84470967,,0
00-31517603,,0
00-87969595,,0
00-52590001,,0
00-23032659,,0
00-40059912,,0
00-57794571,,0
00-72814453,,0
00-16442905,,0
00-39171224,,0
00-79028573,,0
00-35790180,,0
00-85187117,,0
00-16115184,,0
00-71689400,,0
00-82714596,,0
00-74331966,,0
00-49990044,,0
00-55916044,,0
00-99130077,,0
00-46499378,,0
00-37289414,,0
00-18678230,,0
00-37287550,,0
00-21340498,,0
00-15450389,,0
00-18803339,,0
00-24572034,,0
00-20011871,,0
00-30232996,,0
00-98436745,,0
00-53990376,,0
00-69633763,,0
00-86082915,,0
00-81006112,,0
00-10012470,,0
00-58474537,,0
00-68544156,,0
00-50945382,,0
00-44190049,,0
00-82613651,,0
00-19492426,,0
00-21598781,,0
00-76428759,,0
00-68742783,,0
00-91165232,,0
00-38122043,,0
00-85300766,,0
00-15522926,,0
00-35834405,,0
00-90206794,,0
00-82555977,,0
00-68468386,,0
00-82172776,,0
00-98682228,,0
00-26373743,,0
00-96865529,,0
00-93304578,,0
00-11760963,,0
00-49810955,,0
00-58656970,,0
00-97710027,,0
00-27920423,,0
00-95739567,,0
00-19977213,,0
00-76331270,,0
00-62117276,,0
00-92551005,,0
00-70937796,,0
00-85876997,,0
00-41741300,,0
00-39374592,,0
00-87485535,,0
00-45365829,,0
00-69132953,,0
00-40830120,,0
00-13954845,,0
00-37955709,,0
00-53478750,,0
00-21543189,,0
00-87496999,,0
00-53634520,,0
00-97306866,,0
00-12084410,,0
00-11323834,,0
00-35953856,,0
00-78761110,,0
00-89699265,,0
00-19612455,,0
00-47877483,,0
00-95401061,,0
00-70902028,,0
00-93525402,,0
00-30749745,,0
00-97541037,,0
00-75892915,,0
00-52869611,,0
00-62354374,,0
00-21727533,,0
00-81795409,,0
00-61381143,,0
00-39835580,,0
00-29812515,,0
00-66234015,,0
00-61945598,,0
00-23725923,,0
00-71901789,,0
00-91981777,,0
00-24892710,,0
00-11190605,,0
00-63461642,,0
00-72110699,,0
00-81210764,,0
00-50194740,,0
00-44153671,,0
00-43524742,,0
00-64115926,,0
00-67496370,,0
00-49747835,,0
00-89246165,,0
00-77084096,,0
00-35709072,,0
00-88212291,,0
00-75163430,,0
00-68484362,,0
00-96133200,,0
00-69604527,,0
00-75304816,,0
00-43994245,,0
00-60346941,,0
00-45925787,,0
00-14184542,,0
00-27886045,,0
00-77104727,,0
00-58866576,,0
00-60615059,,0
00-82754180,,0
00-25284337,,0
00-78804339,,0
00-61777402,,0
00-49614511,,0
00-76171993,,0
00-15508152,,0
00-93019717,,0
00-56802228,,0
00-44475383,,0
00-86840413,,0
00-68835737,,0
00-33093235,,0
00-47490780,,0
00-75941954,,0
00-18238741,,0
00-35369971,,0
00-85834657,,0
00-34574296,,0
00-55901507,,0
00-26912191,,0
00-53159218,,0
00-21599659,,0
00-51292413,,0
00-72126560,,0
00-33022123,,0
00-35929785,,0
00-82859442,,0
00-43685164,,0
00-13832610,,0
00-52877063,,0
00-38029211,,0
00-59113508,,0
00-28216197,,0
00-64723737,,0
00-37919635,,0
00-79937264,,0
00-75779538,,0
00-99086047,,0
00-59156422,,0
00-17340737,,0
00-38558624,,0
00-79342339,,0
00-23190487,,0
00-28971329,,0
00-29085963,,0
00-87425465,,0
00-72924221,,0
00-88896855,,0
00-36573788,,0
00-68301666,,0
00-98783194,,0
00-84813845,,0
00-12267067,,0
00-74404694,,0
00-50437430,,0
00-51294087,,0
00-14159837,,0
00-15376584,,0
00-11171326,,0
00-43318046,,0
00-61706059,,0
00-96085615,,0
00-38162314,,0
00-50602354,,0
00-40519769,,0
00-90937930,,0
00-12911328,,0
00-98055418,,0
00-17207367,,0
00-44692423,,0
00-16698934,,0
00-31236454,,0
00-24388551,,0
00-99032699,,0
00-15051841,,0
00-53474974,,0
00-77685146,,0
00-75269328,,0
00-82742892,,0
00-65325710,,0
00-86224438,,0
00-47518437,,0
00-55925432,,0
00-57182050,,0
00-26463308,,0
00-46015375,,0
00-24040914,,0
00-18903195,,0
00-18730772,,0
00-29145211,,0
00-20242515,,0
00-84704673,,0
00-53008309,,0
00-82795512,,0
00-73904001,,0
00-20846331,,0
00-25541047,,0
00-42930552,,0
00-53315309,,0
00-34924955,,0
00-90696029,,0
00-54325522,,0
00-20101490,,0
00-38165011,,0
00-77253402,,0
00-25322958,,0
00-39055218,,0
00-93794171,,0
00-55255509,,0
00-37187070,,0
00-82250714,,0
00-66987832,,0
00-89231027,,0
00-59209911,,0
00-33798326,,0
00-78976320,,0
00-36373347,,0
00-50593556,,0
00-96912487,,0
00-66572531,,0
00-49288049,,0
00-22137642,,0
00-85345921,,0
00-35482265,,0
00-94174205,,0
00-88511877,,0
00-73945115,,0
00-93028933,,0
00-15620119,,0
00-19061506,,0
00-59018458,,0
00-20112592,,0
00-37390284,,0
00-13971230,,0
00-31368924,,0
00-71995701,,0
00-32925528,,0
00-69868610,,0
00-81965066,,0
00-12244018,,0
00-97120361,,0
00-60616239,,0
00-80450969,,0
00-72351263,,0
00-70465703,,0
00-75815017,,0
00-65469429,,0
00-81600729,,0
00-57959758,,0
00-16529832,,0
00-39579214,,0
00-64085226,,0
00-22138759,,0
00-15830187,,0
00-48991508,,0
00-11674728,,0
00-82480309,,0
00-16649010,,0
00-81012790,,0
00-80157948,,0
00-64644684,,0
00-52951801,,0
00-34512392,,0
00-80373780,,0
00-22740057,,0
00-44777922,,0
00-98259272,,0
00-40386144,,0
00-50434140,,0
00-78803866,,0
00-17548149,,0
00-39009455,,0
00-67676460,,0
00-73686372,,0
00-51017149,,0
00-39236279,,0
00-72464469,,0
00-88458610,,0
00-10476674,,0
00-30610994,,0
00-15509893,,0
00-39101720,,0
00-59067682,,0
00-97513847,,0
00-10339260,,0
00-77531991,,0
00-66604960,,0
00-13976162,,0
00-72101258,,0
00-62508472,,0
00-27117564,,0
00-54897404,,0
00-52045107,,0
00-82766521,,0
00-69816445,,0
00-84116934,,0
00-50513220,,0
00-99965548,,0
00-27062291,,0
00-78103287,,0
00-28877659,,0
00-83691032,,0
00-79350676,,0
00-37397226,,0
00-93917080,,0
00-48584041,,0
00-20447168,,0
00-73555662,,0
00-35190520,,0
00-34003439,,0
00-70699404,,0
00-25257708,,0
00-49412831,,0
00-52647161,,0
00-75277802,,0
00-23003982,,0
00-37833987,,0
00-98249227,,0
00-92937486,,0
00-63792086,,0
00-57137357,,0
00-72191000,,0
00-77468091,,0
00-36802227,,0
00-42925384,,0
00-61302183,,0
00-42791876,,0
00-14921520,,0
00-99540581,,0
00-85402722,,0
00-20789101,,0
00-94694525,,0
00-26944674,,0
00-87207907,,0
00-52847571,,0
00-74524663,,0
00-78850990,,0
00-73718088,,0
00-21449650,,0
00-66783572,,0
00-68627491,,0
00-35076564,,0
00-95173551,,0
00-94851591,,0
00-58414556,,0
00-85522135,,0
00-76317520,,0
00-58116670,,0
00-80793145,,0
00-42231365,,0
00-15790734,,0
00-57868637,,0
00-31369793,,0
00-80059735,,0
00-94862181,,0
00-60630659,,0
00-24266496,,0
00-33436273,,0
00-65985387,,0
00-43179439,,0
00-44987861,,0
00-83294452,,0
00-23480253,,0
00-55626134,,0
00-30845672,,0
00-15968073,,0
00-19125390,,0
00-24691650,,0
00-85593030,,0
00-45370495,,0
00-40544052,,0
00-30633166,,0
00-68275307,,0
00-76047752,,0
00-95424250,,0
00-76669489,,0
00-11370078,,0
00-65643484,,0
00-28416939,,0
00-33738978,,0
00-73263970,,0
00-34266570,,0
00-76423837,,0
00-83617061,,0
00-12518303,,0
00-47308143,,0
00-12795332,,0
00-31010543,,0
00-62652401,,0
00-93111718,,0
00-49738181,,0
00-76844525,,0
00-63218974,,0
00-20664018,,0
00-25460259,,0
00-62335652,,0
00-58356895,,0
00-50681488,,0
00-45255913,,0
00-26613309,,0
00-72024978,,0
00-96588631,,0
00-48286911,,0
00-23005444,,0
00-13611130,,0
00-67225399,,0
00-58974793,,0
00-90745413,,0
00-98045225,,0
00-26955763,,0
00-19677231,,0
00-59635288,,0
00-90954568,,0
00-29028482,,0
00-85874940,,0
00-60184824,,0
00-49583058,,0
00-78109300,,0
00-64282556,,0
00-62636618,,0
00-88273836,,0
00-36658273,,0
00-56057576,,0
00-47613959,,0
00-74692193,,0
00-94975906,,0
00-91515784,,0
00-67190488,,0
00-73943071,,0
00-61269406,,0
00-10147197,,0
00-96815386,,0
00-72969714,,0
00-12621771,,0
00-28484302,,0
00-10617870,,0
00-15738577,,0
00-16661503,,0
00-62222696,,0
00-32505538,,0
00-25767007,,0
00-29203803,,0
00-90242117,,0
00-95100169,,0
00-18176660,,0
00-92620697,,0
00-44110350,,0
00-32782148,,0
00-29102432,,0
00-23253224,,0
00-24020462,,0
00-45075212,,0
00-27573415,,0
00-83552661,,0
00-88129206,,0
00-29187023,,0
00-51350093,,0
00-13288524,,0
00-74355957,,0
00-63058791,,0
00-39209542,,0
00-18243352,,0
00-32915798,,0
00-18853873,,0
00-52550453,,0
00-21236530,,0
00-43331239,,0
00-47698267,,0
00-43915603,,0
00-47958563,,0
00-87118971,,0
00-62163068,,0
00-90985229,,0
00-17185483,,0
00-88400641,,0
00-66885794,,0
00-69713250,,0
00-16903019,,0
00-78495970,,0
00-78330356,,0
00-95408582,,0
00-44045250,,0
00-50329802,,0
00-56698992,,0
00-42559181,,0
00-82672055,,0
00-25598434,,0
00-33150813,,0
00-84853354,,0
00-43446562,,0
00-61550809,,0
00-75539501,,0
00-54793672,,0
00-61823158,,0
00-95641687,,0
00-82001727,,0
00-41229060,,0
00-99653875,,0
00-52132393,,0
00-33281964,,0
00-35086055,,0
00-46202036,,0
00-93326883,,0
00-50292372,,0
00-39855629,,0
00-18915990,,0
00-22879054,,0
00-94160250,,0
00-42303777,,0
00-15177367,,0
00-97253117,,0
00-98536556,,0
00-33114350,,0
00-94289287,,0
00-46202434,,0
00-62478133,,0
00-19180850,,0
00-39831718,,0
00-79227788,,0
00-67867771,,0
00-91269754,,0
00-53833963,,0
00-65958370,,0
00-58262270,,0
00-56411493,,0
00-40435778,,0
00-93482121,,0
00-67673347,,0
00-86518645,,0
00-44619354,,0
00-15668332,,0
00-34163569,,0
00-94084814,,0
00-14930347,,0
00-17834175,,0
00-73733039,,0
00-98013189,,0
00-28422816,,0
00-88595333,,0
00-53639158,,0
00-41308738,,0
00-90474782,,0
00-25433087,,0
00-72624210,,0
00-88514495,,0
00-64692890,,0
00-64178854,,0
00-50475203,,0
00-42743997,,0
00-53900976,,0
00-43214205,,0
00-26606060,,0
00-81695192,,0
00-10274812,,0
00-41992524,,0
00-57309391,,0
00-28303840,,0
00-60039183,,0
00-40746598,,0
00-85544613,,0
00-32569515,,0
00-43962179,,0
00-35355653,,0
00-79709974,,0
00-13198965,,0
00-15727818,,0
00-65010375,,0
00-84957616,,0
00-93858663,,0
00-31287665,,0
00-63806952,,0
00-30980122,,0
00-68245146,,0
00-41701674,,0
00-61588906,,0
00-74994010,,0
00-67412571,,0
00-50107493,,0
00-90655868,,0
00-93949256,,0
00-75404850,,0
00-62051034,,0
00-34955973,,0
00-11075659,,0
00-19628390,,0
00-30966164,,0
00-46039426,,0
00-88522560,,0
00-10923862,,0
00-18426588,,0
00-66561395,,0
00-14255661,,0
00-89236172,,0
00-21842256,,0
00-37999031,,0
00-62221499,,0
00-89345641,,0
00-64866566,,0
00-37343329,,0
00-46795607,,0
00-95635822,,0
00-16833876,,0
00-37587974,,0
00-35567631,,0
00-71230430,,0
00-60674429,,0
00-53122422,,0
00-58987133,,0
00-98486242,,0
00-72203452,,0
00-80944243,,0
00-27251767,,0
00-11783108,,0
00-36537596,,0
00-31194143,,0
00-14968366,,0
00-72438718,,0
00-42733135,,0
00-95096413,,0
00-23623919,,0
00-45150315,,0
00-74833468,,0
00-77560003,,0
00-22439507,,0
00-55358363,,0
00-20436008,,0
00-67040947,,0
00-28104420,,0
00-51020952,,0
00-79523757,,0
00-28022414,,0
00-99057865,,0
00-34840859,,0
00-61065827,,0
00-71242777,,0
00-67491018,,0
00-22979206,,0
00-88816559,,0
00-19899046,,0
00-85606069,,0
00-72365138,,0
00-30641306,,0
00-34804490,,0
00-87424312,,0
00-10791740,,0
00-72908845,,0
00-81258319,,0
00-37498028,,0
00-25734299,,0
00-61503459,,0
00-79786361,,0
00-64223156,,0
00-74648438,,0
00-91729035,,0
00-89877290,,0
00-43544016,,0
00-10261534,,0
00-66158469,,0
00-80174055,,0
00-26489417,,0
00-97665389,,0
00-70055642,,0
00-63607320,,0
00-89898336,,0
00-20637474,,0
00-64723538,,0
00-12905672,,0
00-63714593,,0
00-78974303,,0
00-68610285,,0
00-69351279,,0
00-67912960,,0
00-62830211,,0
00-46771858,,0
00-51027069,,0
00-88115343,,0
00-54364861,,0
00-89370781,,0
00-52323714,,0
00-19338403,,0
00-21256208,,0
00-94380849,,0
00-10332878,,0
00-13416548,,0
00-13285625,,0
00-77534062,,0
00-49057246,,0
00-84734631,,0
00-91294213,,0
00-51549296,,0
00-97470361,,0
00-88380820,,0
00-96982204,,0
00-46489118,,0
00-94300224,,0
00-35124449,,0
00-33389105,,0
00-24265941,,0
00-52074850,,0
00-97909064,,0
00-97851680,,0
00-16351040,,0
00-22384194,,0
00-23623030,,0
00-59394059,,0
00-73989419,,0
00-46643203,,0
00-37876639,,0
00-16141035,,0
00-68685777,,0
00-25255803,,0
00-13599088,,0
00-49034245,,0
00-86122371,,0
00-93033107,,0
00-41667072,,0
00-20197356,,0
00-69895766,,0
00-38081593,,0
00-57379304,,0
00-74194023,,0
00-45065845,,0
00-66139192,,0
00-47342004,,0
00-24301134,,0
00-36353784,,0
00-50150882,,0
00-40651547,,0
00-59383717,,0
00-64712677,,0
00-55818870,,0
00-60856386,,0
00-76572741,,0
00-94790000,,0
00-80551927,,0
00-10457051,,0
00-98687917,,0
00-98970427,,0
00-34811860,,0
00-67325876,,0
00-25527644,,0
00-10080009,,0
00-44008132,,0
00-65759211,,0
00-42624751,,0
00-46186270,,0
00-90044457,,0
00-55483001,,0
00-38813492,,0
00-96850744,,0
00-98381347,,0
00-85351333,,0
00-65769166,,0
00-70924933,,0
00-80707260,,0
00-28095485,,0
00-70595412,,0
00-21408835,,0
00-16002311,,0
00-53313930,,0
00-52017788,,0
00-68952764,,0
00-70406241,,0
00-95342494,,0
00-41542499,,0
00-39732676,,0
00-68558918,,0
00-76800348,,0
00-31596235,,0
00-23460777,,0
00-47847277,,0
00-15239398,,0
00-37623724,,0
00-16521231,,0
00-32270634,,0
00-61506760,,0
00-70895423,,0
00-82942380,,0
00-11137651,,0
00-32109952,,0
00-26355844,,0
00-13180065,,0
00-44716489,,0
00-55833023,,0
00-46287573,,0
00-46637787,,0
00-36092407,,0
00-62106408,,0
00-26535158,,0
00-10884169,,0
00-67300232,,0
00-28051318,,0
00-54501625,,0
00-81757508,,0
00-76993019,,0
00-47201638,,0
00-54322017,,0
00-76396319,,0
00-56715690,,0
00-49448235,,0
00-26257335,,0
00-44488013,,0
00-88662348,,0
00-87066247,,0
00-74522685,,0
00-16986408,,0
00-80517332,,0
00-92243262,,0
00-63860348,,0
00-78281335,,0
00-55080697,,0
00-37868647,,0
00-59203071,,0
00-96406343,,0
00-23801703,,0
00-30668431,,0
00-12465878,,0
00-62229213,,0
00-27775673,,0
00-11196331,,0
00-60969286,,0
00-66686642,,0
00-54542152,,0
00-20331334,,0
00-36491961,,0
00-23610361,,0
00-43388761,,0
00-26103055,,0
00-44065154,,0
00-67096487,,0
00-68228228,,0
00-64736922,,0
00-30202738,,0
00-29694380,,0
00-85251955,,0
00-87086107,,0
00-32561918,,0
00-20778737,,0
00-23698845,,0
00-51680049,,0
00-22952493,,0
00-92959929,,0
00-70681408,,0
00-14309791,,0
00-11952172,,0
00-51037113,,0
00-45012338,,0
00-81055842,,0
00-25821079,,0
00-50416168,,0
00-40425851,,0
00-99152055,,0
00-60435319,,0
00-21690100,,0
00-53063432,,0
00-95623611,,0
00-74782142,,0
00-37406435,,0
00-44707367,,0
00-57428314,,0
00-19935807,,0
00-45421420,,0
00-71575863,,0
00-35039993,,0
00-23192745,,0
00-87034049,,0
00-59566126,,0
00-14187584,,0
00-67958238,,0
00-42149161,,0
00-59125302,,0
00-29533708,,0
00-74215060,,0
00-48085045,,0
00-26571059,,0
00-12166999,,0
00-79647305,,0
00-68720256,,0
00-65098084,,0
00-28963920,,0
00-98319658,,0
00-22563750,,0
00-99029797,,0
00-86059172,,0
00-85410537,,0
00-92201431,,0
00-78893211,,0
00-91793674,,0
00-55082208,,0
00-13144983,,0
00-25533493,,0
00-55868421,,0
00-17795115,,0
00-52346074,,0
00-76126295,,0
00-59213358,,0
00-90042177,,0
00-36636781,,0
00-41775196,,0
00-93548775,,0
00-41212087,,0
00-30576183,,0
00-18470495,,0
00-93334410,,0
00-83271725,,0
00-31851520,,0
00-62740982,,0
00-47468133,,0
00-88099509,,0
00-26597680,,0
00-59566249,,0
00-37913590,,0
00-31030803,,0
00-70037802,,0
00-73098568,,0
00-38934853,,0
00-85117177,,0
00-64127215,,0
00-52139163,,0
00-71949302,,0
00-36770013,,0
00-82668051,,0
00-27452167,,0
00-86764444,,0
00-25932563,,0
00-68843284,,0
00-34965358,,0
00-15058739,,0
00-84238655,,0
00-69066531,,0
00-91949659,,0
00-31598016,,0
00-98857117,,0
00-11020743,,0
00-11686744,,0
00-66701593,,0
00-10146265,,0
00-15562968,,0
00-42051720,,0
00-54452330,,0
00-54360949,,0
00-12193574,,0
00-29838314,,0
00-32808354,,0
00-83673108,,0
00-25631350,,0
00-37072445,,0
00-55729880,,0
00-86807176,,0
00-19826486,,0
00-52977013,,0
00-24784930,,0
00-63394430,,0
00-94155184,,0
00-16147632,,0
00-50833796,,0
00-75171676,,0
00-73573301,,0
00-77731180,,0
00-40783635,,0
00-45272295,,0
00-40029161,,0
00-31770432,,0
00-11877542,,0
00-70147892,,0
00-59264742,,0
00-13347052,,0
00-32880719,,0
00-51575679,,0
00-52039919,,0
00-55499934,,0
00-24262473,,0
00-37846793,,0
00-53679044,,0
00-41519884,,0
00-33119000,,0
00-32328873,,0
00-51352528,,0
00-10460418,,0
00-77310485,,0
00-93589707,,0
00-84553181,,0
00-10137666,,0
00-68035954,,0
00-86602473,,0
00-52511436,,0
00-67582820,,0
00-85165988,,0
00-49385448,,0
00-98837400,,0
00-81900277,,0
00-18559981,,0
00-98175428,,0
00-34661114,,0
00-48452777,,0
00-97754046,,0
00-94142699,,0
00-50380007,,0
00-50078726,,0
00-93644995,,0
